f array_size kin_E deflec np s_h_c r_c_c p_c_c ke_over_c conf_perc
8674 20 10 0.250000 10000 3365 799 1828 2777 114.038089
8675 20 10 0.250000 10000 3365 799 1828 2778 114.025086
8676 20 10 0.250000 10000 3366 799 1828 2778 114.012085
8677 20 10 0.250000 10000 3366 799 1828 2779 113.999088
8678 20 10 0.250000 10000 3366 799 1829 2779 113.986094
8679 20 10 0.250000 10000 3367 799 1829 2779 113.973102
8680 20 10 0.250000 10000 3368 799 1829 2779 113.960114
8681 20 10 0.250000 10000 3369 799 1829 2779 113.947129
8682 20 10 0.250000 10000 3369 799 1829 2780 113.934146
8683 20 10 0.250000 10000 3369 799 1829 2781 113.921167
8684 20 10 0.250000 10000 3369 799 1829 2782 113.908190
8685 20 10 0.250000 10000 3370 799 1829 2782 113.895216
8686 20 10 0.250000 10000 3370 800 1829 2782 113.882246
8687 20 10 0.250000 10000 3371 800 1829 2782 113.869278
8688 20 10 0.250000 10000 3371 800 1830 2782 113.856313
8689 20 10 0.250000 10000 3372 800 1830 2782 113.843352
8690 20 10 0.250000 10000 3372 800 1831 2782 113.830393
8691 20 10 0.250000 10000 3372 800 1831 2783 113.817437
8692 20 10 0.250000 10000 3372 800 1832 2783 113.804484
8693 20 10 0.250000 10000 3372 800 1833 2783 113.791534
8694 20 10 0.250000 10000 3372 800 1833 2784 113.778587
8695 20 10 0.250000 10000 3373 800 1833 2784 113.765643
8696 20 10 0.250000 10000 3373 801 1833 2784 113.752702
8697 20 10 0.250000 10000 3373 801 1833 2785 113.739763
8698 20 10 0.250000 10000 3373 801 1834 2785 113.726828
8699 20 10 0.250000 10000 3373 801 1834 2786 113.713896
8700 20 10 0.250000 10000 3373 801 1835 2786 113.700966
8701 20 10 0.250000 10000 3373 801 1836 2786 113.688040
8702 20 10 0.250000 10000 3374 801 1836 2786 113.675117
8703 20 10 0.250000 10000 3375 801 1836 2786 113.662196
8704 20 10 0.250000 10000 3376 801 1836 2786 113.649278
8705 20 10 0.250000 10000 3376 801 1837 2786 113.636364
8706 20 10 0.250000 10000 3376 801 1837 2787 113.623452
8707 20 10 0.250000 10000 3376 802 1837 2787 113.610543
8708 20 10 0.250000 10000 3376 802 1838 2787 113.597637
8709 20 10 0.250000 10000 3376 802 1838 2788 113.584734
8710 20 10 0.250000 10000 3376 802 1838 2789 113.571834
8711 20 10 0.250000 10000 3376 802 1838 2790 113.558937
8712 20 10 0.250000 10000 3376 802 1838 2791 113.546043
8713 20 10 0.250000 10000 3377 802 1838 2791 113.533152
8714 20 10 0.250000 10000 3378 802 1838 2791 113.520263
8715 20 10 0.250000 10000 3378 802 1838 2792 113.507378
8716 20 10 0.250000 10000 3379 802 1838 2792 113.494496
8717 20 10 0.250000 10000 3380 802 1838 2792 113.481616
8718 20 10 0.250000 10000 3381 802 1838 2792 113.468739
8719 20 10 0.250000 10000 3381 802 1838 2793 113.455866
8720 20 10 0.250000 10000 3381 802 1838 2794 113.442995
8721 20 10 0.250000 10000 3381 802 1838 2795 113.430127
8722 20 10 0.250000 10000 3382 802 1838 2795 113.417262
8723 20 10 0.250000 10000 3382 802 1839 2795 113.404400
8724 20 10 0.250000 10000 3382 802 1839 2796 113.391541
8725 20 10 0.250000 10000 3383 802 1839 2796 113.378685
8726 20 10 0.250000 10000 3383 802 1840 2796 113.365832
8727 20 10 0.250000 10000 3383 802 1841 2796 113.352981
8728 20 10 0.250000 10000 3383 802 1841 2797 113.340134
8729 20 10 0.250000 10000 3383 802 1841 2798 113.327289
8730 20 10 0.250000 10000 3384 802 1841 2798 113.314448
8731 20 10 0.250000 10000 3384 802 1841 2799 113.301609
8732 20 10 0.250000 10000 3385 802 1841 2799 113.288773
8733 20 10 0.250000 10000 3385 802 1841 2800 113.275940
8734 20 10 0.250000 10000 3385 802 1842 2800 113.263110
8735 20 10 0.250000 10000 3386 802 1842 2800 113.250283
8736 20 10 0.250000 10000 3387 802 1842 2800 113.237459
8737 20 10 0.250000 10000 3387 802 1842 2801 113.224638
8738 20 10 0.250000 10000 3388 802 1842 2801 113.211819
8739 20 10 0.250000 10000 3388 803 1842 2801 113.199004
8740 20 10 0.250000 10000 3389 803 1842 2801 113.186191
8741 20 10 0.250000 10000 3389 803 1843 2801 113.173382
8742 20 10 0.250000 10000 3390 803 1843 2802 113.147771
8743 20 10 0.250000 10000 3391 803 1843 2802 113.134970
8744 20 10 0.250000 10000 3391 803 1843 2803 113.122172
8745 20 10 0.250000 10000 3391 803 1844 2803 113.109377
8746 20 10 0.250000 10000 3391 803 1844 2804 113.096584
8747 20 10 0.250000 10000 3392 803 1844 2804 113.083795
8748 20 10 0.250000 10000 3392 803 1845 2804 113.071009
8749 20 10 0.250000 10000 3392 803 1846 2804 113.058225
8750 20 10 0.250000 10000 3392 803 1847 2804 113.045444
8751 20 10 0.250000 10000 3392 803 1847 2805 113.032666
8752 20 10 0.250000 10000 3392 803 1848 2805 113.019892
8753 20 10 0.250000 10000 3392 803 1848 2806 113.007119
8754 20 10 0.250000 10000 3392 803 1849 2806 112.994350
8755 20 10 0.250000 10000 3393 803 1849 2806 112.981584
8756 20 10 0.250000 10000 3394 803 1849 2806 112.968821
8757 20 10 0.250000 10000 3394 803 1849 2807 112.956060
8758 20 10 0.250000 10000 3394 803 1849 2808 112.943302
8759 20 10 0.250000 10000 3395 803 1849 2808 112.930548
8760 20 10 0.250000 10000 3396 803 1849 2808 112.917796
8761 20 10 0.250000 10000 3396 804 1849 2808 112.905047
8762 20 10 0.250000 10000 3396 804 1850 2808 112.892301
8763 20 10 0.250000 10000 3396 804 1850 2809 112.879558
8764 20 10 0.250000 10000 3396 804 1850 2810 112.866817
8765 20 10 0.250000 10000 3397 804 1850 2810 112.854080
8766 20 10 0.250000 10000 3397 804 1850 2811 112.841345
8767 20 10 0.250000 10000 3398 804 1850 2811 112.828613
8768 20 10 0.250000 10000 3399 804 1850 2811 112.815884
8769 20 10 0.250000 10000 3399 804 1850 2812 112.803158
8770 20 10 0.250000 10000 3399 804 1850 2813 112.790435
8771 20 10 0.250000 10000 3399 804 1850 2814 112.777715
8772 20 10 0.250000 10000 3400 804 1850 2814 112.764998
8773 20 10 0.250000 10000 3400 804 1851 2814 112.752283
8774 20 10 0.250000 10000 3401 804 1851 2814 112.739572
8775 20 10 0.250000 10000 3402 804 1851 2814 112.726863
8776 20 10 0.250000 10000 3402 805 1851 2814 112.714157
8777 20 10 0.250000 10000 3402 805 1852 2814 112.701454
8778 20 10 0.250000 10000 3402 805 1853 2814 112.688754
8779 20 10 0.250000 10000 3402 805 1854 2814 112.676056
8780 20 10 0.250000 10000 3402 805 1855 2814 112.663362
8781 20 10 0.250000 10000 3403 805 1855 2814 112.650670
8782 20 10 0.250000 10000 3403 805 1855 2815 112.637982
8783 20 10 0.250000 10000 3403 805 1855 2816 112.625296
8784 20 10 0.250000 10000 3403 805 1856 2816 112.612613
8785 20 10 0.250000 10000 3404 805 1856 2816 112.599932
8786 20 10 0.250000 10000 3405 805 1856 2816 112.587255
8787 20 10 0.250000 10000 3406 805 1856 2816 112.574581
8788 20 10 0.250000 10000 3407 805 1856 2817 112.549240
8789 20 10 0.250000 10000 3407 805 1856 2818 112.536574
8790 20 10 0.250000 10000 3407 805 1856 2819 112.523911
8791 20 10 0.250000 10000 3407 806 1856 2819 112.511251
8792 20 10 0.250000 10000 3407 806 1857 2819 112.498594
8793 20 10 0.250000 10000 3408 806 1857 2819 112.485939
8794 20 10 0.250000 10000 3408 806 1858 2819 112.473288
8795 20 10 0.250000 10000 3409 806 1858 2819 112.460639
8796 20 10 0.250000 10000 3409 806 1859 2819 112.447993
8797 20 10 0.250000 10000 3410 806 1859 2819 112.435350
8798 20 10 0.250000 10000 3411 806 1859 2819 112.422709
8799 20 10 0.250000 10000 3411 807 1859 2819 112.410072
8800 20 10 0.250000 10000 3411 807 1860 2819 112.397437
8801 20 10 0.250000 10000 3411 807 1860 2820 112.384806
8802 20 10 0.250000 10000 3411 807 1860 2821 112.372177
8803 20 10 0.250000 10000 3412 807 1860 2821 112.359551
8804 20 10 0.250000 10000 3412 807 1861 2821 112.346927
8805 20 10 0.250000 10000 3413 807 1861 2821 112.334307
8806 20 10 0.250000 10000 3413 807 1861 2822 112.321689
8807 20 10 0.250000 10000 3413 807 1862 2822 112.309075
8808 20 10 0.250000 10000 3414 807 1862 2822 112.296463
8809 20 10 0.250000 10000 3414 807 1862 2823 112.283854
8810 20 10 0.250000 10000 3415 807 1862 2823 112.271247
8811 20 10 0.250000 10000 3415 808 1862 2823 112.258644
8812 20 10 0.250000 10000 3415 808 1863 2823 112.246043
8813 20 10 0.250000 10000 3415 809 1863 2823 112.233446
8814 20 10 0.250000 10000 3415 809 1863 2824 112.220851
8815 20 10 0.250000 10000 3416 809 1863 2824 112.208259
8816 20 10 0.250000 10000 3417 809 1863 2824 112.195669
8817 20 10 0.250000 10000 3417 809 1864 2824 112.183083
8818 20 10 0.250000 10000 3417 809 1865 2824 112.170499
8819 20 10 0.250000 10000 3417 810 1865 2824 112.157918
8820 20 10 0.250000 10000 3417 810 1865 2825 112.145340
8821 20 10 0.250000 10000 3417 810 1865 2826 112.132765
8822 20 10 0.250000 10000 3418 810 1865 2826 112.120193
8823 20 10 0.250000 10000 3419 810 1865 2826 112.107623
8824 20 10 0.250000 10000 3419 810 1865 2827 112.095057
8825 20 10 0.250000 10000 3420 810 1865 2827 112.082493
8826 20 10 0.250000 10000 3420 811 1865 2827 112.069932
8827 20 10 0.250000 10000 3421 811 1865 2827 112.057373
8828 20 10 0.250000 10000 3421 812 1865 2827 112.044818
8829 20 10 0.250000 10000 3421 812 1865 2828 112.032265
8830 20 10 0.250000 10000 3422 812 1865 2828 112.019715
8831 20 10 0.250000 10000 3422 813 1865 2828 112.007168
8832 20 10 0.250000 10000 3422 813 1866 2828 111.994624
8833 20 10 0.250000 10000 3422 813 1867 2828 111.982083
8834 20 10 0.250000 10000 3423 813 1867 2828 111.969544
8835 20 10 0.250000 10000 3423 813 1867 2829 111.957009
8836 20 10 0.250000 10000 3423 813 1868 2829 111.944476
8837 20 10 0.250000 10000 3424 813 1868 2829 111.931945
8838 20 10 0.250000 10000 3424 813 1868 2830 111.919418
8839 20 10 0.250000 10000 3424 813 1869 2830 111.906893
8840 20 10 0.250000 10000 3425 813 1869 2830 111.894372
8841 20 10 0.250000 10000 3425 813 1869 2831 111.881853
8842 20 10 0.250000 10000 3426 813 1869 2831 111.869337
8843 20 10 0.250000 10000 3426 813 1869 2832 111.856823
8844 20 10 0.250000 10000 3426 814 1869 2832 111.844313
8845 20 10 0.250000 10000 3427 814 1869 2832 111.831805
8846 20 10 0.250000 10000 3427 814 1870 2832 111.819300
8847 20 10 0.250000 10000 3427 814 1870 2833 111.806798
8848 20 10 0.250000 10000 3428 814 1870 2833 111.794298
8849 20 10 0.250000 10000 3429 814 1870 2833 111.781802
8850 20 10 0.250000 10000 3430 814 1870 2833 111.769308
8851 20 10 0.250000 10000 3430 814 1871 2833 111.756817
8852 20 10 0.250000 10000 3431 814 1871 2833 111.744329
8853 20 10 0.250000 10000 3431 814 1872 2833 111.731844
8854 20 10 0.250000 10000 3432 814 1872 2833 111.719361
8855 20 10 0.250000 10000 3433 814 1872 2833 111.706881
8856 20 10 0.250000 10000 3433 815 1872 2833 111.694404
8857 20 10 0.250000 10000 3434 815 1872 2833 111.681930
8858 20 10 0.250000 10000 3434 815 1873 2833 111.669458
8859 20 10 0.250000 10000 3434 815 1874 2833 111.656990
8860 20 10 0.250000 10000 3434 815 1874 2834 111.644524
8861 20 10 0.250000 10000 3434 815 1874 2835 111.632061
8862 20 10 0.250000 10000 3434 816 1874 2835 111.619600
8863 20 10 0.250000 10000 3434 816 1874 2836 111.607143
8864 20 10 0.250000 10000 3435 816 1874 2836 111.594688
8865 20 10 0.250000 10000 3435 816 1874 2837 111.582236
8866 20 10 0.250000 10000 3435 816 1874 2838 111.569787
8867 20 10 0.250000 10000 3436 816 1874 2838 111.557340
8868 20 10 0.250000 10000 3436 816 1875 2838 111.544897
8869 20 10 0.250000 10000 3437 816 1875 2838 111.532456
8870 20 10 0.250000 10000 3438 816 1875 2838 111.520018
8871 20 10 0.250000 10000 3439 816 1875 2838 111.507583
8872 20 10 0.250000 10000 3439 816 1875 2839 111.495150
8873 20 10 0.250000 10000 3440 816 1875 2839 111.482720
8874 20 10 0.250000 10000 3441 816 1875 2839 111.470293
8875 20 10 0.250000 10000 3441 816 1876 2839 111.457869
8876 20 10 0.250000 10000 3441 816 1876 2840 111.445447
8877 20 10 0.250000 10000 3441 816 1876 2841 111.433029
8878 20 10 0.250000 10000 3441 816 1876 2842 111.420613
8879 20 10 0.250000 10000 3441 816 1876 2843 111.408200
8880 20 10 0.250000 10000 3441 816 1876 2844 111.395789
8881 20 10 0.250000 10000 3441 816 1876 2845 111.383382
8882 20 10 0.250000 10000 3441 816 1876 2846 111.370977
8883 20 10 0.250000 10000 3441 817 1876 2846 111.358575
8884 20 10 0.250000 10000 3442 817 1876 2846 111.346175
8885 20 10 0.250000 10000 3443 817 1876 2846 111.333779
8886 20 10 0.250000 10000 3444 817 1876 2846 111.321385
8887 20 10 0.250000 10000 3444 817 1876 2847 111.308994
8888 20 10 0.250000 10000 3445 817 1876 2847 111.296605
8889 20 10 0.250000 10000 3445 817 1877 2847 111.284220
8890 20 10 0.250000 10000 3445 817 1878 2847 111.271837
8891 20 10 0.250000 10000 3446 817 1878 2847 111.259457
8892 20 10 0.250000 10000 3446 817 1879 2847 111.247080
8893 20 10 0.250000 10000 3447 817 1879 2847 111.234705
8894 20 10 0.250000 10000 3447 817 1880 2847 111.222333
8895 20 10 0.250000 10000 3447 817 1880 2848 111.209964
8896 20 10 0.250000 10000 3447 817 1881 2848 111.197598
8897 20 10 0.250000 10000 3448 817 1881 2849 111.172874
8898 20 10 0.250000 10000 3448 817 1881 2850 111.160516
8899 20 10 0.250000 10000 3448 817 1881 2851 111.148160
8900 20 10 0.250000 10000 3448 817 1881 2852 111.135808
8901 20 10 0.250000 10000 3449 817 1881 2852 111.123458
8902 20 10 0.250000 10000 3450 817 1881 2852 111.111111
8903 20 10 0.250000 10000 3450 818 1881 2852 111.098767
8904 20 10 0.250000 10000 3451 818 1881 2852 111.086425
8905 20 10 0.250000 10000 3452 818 1881 2852 111.074086
8906 20 10 0.250000 10000 3452 818 1881 2853 111.061750
8907 20 10 0.250000 10000 3453 818 1881 2853 111.049417
8908 20 10 0.250000 10000 3453 818 1881 2854 111.037086
8909 20 10 0.250000 10000 3453 818 1881 2855 111.024759
8910 20 10 0.250000 10000 3454 818 1881 2855 111.012433
8911 20 10 0.250000 10000 3454 818 1882 2855 111.000111
8912 20 10 0.250000 10000 3454 818 1882 2856 110.987791
8913 20 10 0.250000 10000 3454 818 1882 2857 110.975474
8914 20 10 0.250000 10000 3454 818 1882 2858 110.963160
8915 20 10 0.250000 10000 3454 818 1882 2859 110.950849
8916 20 10 0.250000 10000 3454 818 1883 2859 110.938540
8917 20 10 0.250000 10000 3454 818 1883 2860 110.926234
8918 20 10 0.250000 10000 3454 819 1883 2860 110.913931
8919 20 10 0.250000 10000 3455 819 1883 2860 110.901630
8920 20 10 0.250000 10000 3455 819 1883 2861 110.889332
8921 20 10 0.250000 10000 3455 819 1884 2861 110.877037
8922 20 10 0.250000 10000 3455 819 1885 2861 110.864745
8923 20 10 0.250000 10000 3455 819 1885 2862 110.852455
8924 20 10 0.250000 10000 3455 819 1886 2862 110.840168
8925 20 10 0.250000 10000 3455 819 1887 2862 110.827884
8926 20 10 0.250000 10000 3456 819 1887 2862 110.815603
8927 20 10 0.250000 10000 3457 819 1887 2862 110.803324
8928 20 10 0.250000 10000 3458 819 1887 2862 110.791048
8929 20 10 0.250000 10000 3459 819 1887 2862 110.778775
8930 20 10 0.250000 10000 3460 819 1887 2862 110.766504
8931 20 10 0.250000 10000 3460 820 1887 2862 110.754236
8932 20 10 0.250000 10000 3460 821 1887 2862 110.741971
8933 20 10 0.250000 10000 3460 822 1887 2862 110.729709
8934 20 10 0.250000 10000 3461 822 1887 2862 110.717449
8935 20 10 0.250000 10000 3462 822 1887 2862 110.705192
8936 20 10 0.250000 10000 3462 822 1888 2862 110.692938
8937 20 10 0.250000 10000 3462 822 1889 2862 110.680686
8938 20 10 0.250000 10000 3462 822 1890 2862 110.668437
8939 20 10 0.250000 10000 3463 822 1890 2862 110.656191
8940 20 10 0.250000 10000 3464 822 1890 2862 110.643948
8941 20 10 0.250000 10000 3465 822 1890 2862 110.631707
8942 20 10 0.250000 10000 3466 822 1890 2862 110.619469
8943 20 10 0.250000 10000 3467 822 1890 2862 110.607234
8944 20 10 0.250000 10000 3467 822 1891 2862 110.595001
8945 20 10 0.250000 10000 3468 822 1891 2862 110.582771
8946 20 10 0.250000 10000 3469 822 1891 2862 110.570544
8947 20 10 0.250000 10000 3470 822 1891 2862 110.558320
8948 20 10 0.250000 10000 3471 822 1891 2862 110.546098
8949 20 10 0.250000 10000 3472 822 1891 2862 110.533879
8950 20 10 0.250000 10000 3472 823 1891 2862 110.521662
8951 20 10 0.250000 10000 3472 824 1891 2863 110.497238
8952 20 10 0.250000 10000 3473 824 1891 2863 110.485029
8953 20 10 0.250000 10000 3473 824 1892 2863 110.472824
8954 20 10 0.250000 10000 3473 824 1892 2864 110.460621
8955 20 10 0.250000 10000 3474 824 1892 2864 110.448421
8956 20 10 0.250000 10000 3474 824 1892 2865 110.436223
8957 20 10 0.250000 10000 3474 824 1893 2865 110.424028
8958 20 10 0.250000 10000 3474 824 1894 2865 110.411836
8959 20 10 0.250000 10000 3474 824 1894 2866 110.399647
8960 20 10 0.250000 10000 3474 824 1895 2866 110.387460
8961 20 10 0.250000 10000 3474 825 1895 2866 110.375276
8962 20 10 0.250000 10000 3474 825 1895 2867 110.363095
8963 20 10 0.250000 10000 3475 825 1895 2867 110.350916
8964 20 10 0.250000 10000 3475 825 1895 2868 110.338740
8965 20 10 0.250000 10000 3475 825 1895 2869 110.326567
8966 20 10 0.250000 10000 3475 825 1896 2869 110.314396
8967 20 10 0.250000 10000 3476 825 1896 2869 110.302228
8968 20 10 0.250000 10000 3476 825 1896 2870 110.290063
8969 20 10 0.250000 10000 3477 825 1896 2870 110.277900
8970 20 10 0.250000 10000 3478 825 1896 2870 110.265740
8971 20 10 0.250000 10000 3478 825 1896 2871 110.253583
8972 20 10 0.250000 10000 3478 825 1896 2872 110.241429
8973 20 10 0.250000 10000 3478 825 1896 2873 110.229277
8974 20 10 0.250000 10000 3478 825 1896 2874 110.217128
8975 20 10 0.250000 10000 3478 825 1896 2875 110.204981
8976 20 10 0.250000 10000 3479 825 1896 2875 110.192837
8977 20 10 0.250000 10000 3479 825 1897 2875 110.180696
8978 20 10 0.250000 10000 3480 825 1897 2876 110.156422
8979 20 10 0.250000 10000 3480 825 1898 2876 110.144289
8980 20 10 0.250000 10000 3480 825 1899 2876 110.132159
8981 20 10 0.250000 10000 3481 825 1899 2876 110.120031
8982 20 10 0.250000 10000 3482 825 1899 2876 110.107906
8983 20 10 0.250000 10000 3483 825 1899 2876 110.095783
8984 20 10 0.250000 10000 3483 825 1900 2876 110.083664
8985 20 10 0.250000 10000 3483 825 1901 2876 110.071547
8986 20 10 0.250000 10000 3484 825 1901 2876 110.059432
8987 20 10 0.250000 10000 3484 825 1901 2877 110.047320
8988 20 10 0.250000 10000 3485 825 1901 2877 110.035211
8989 20 10 0.250000 10000 3486 825 1901 2877 110.023105
8990 20 10 0.250000 10000 3486 825 1902 2877 110.011001
8991 20 10 0.250000 10000 3487 825 1902 2877 109.998900
8992 20 10 0.250000 10000 3488 825 1902 2877 109.986802
8993 20 10 0.250000 10000 3488 825 1902 2878 109.974706
8994 20 10 0.250000 10000 3488 825 1903 2878 109.962613
8995 20 10 0.250000 10000 3488 825 1903 2879 109.950522
8996 20 10 0.250000 10000 3489 825 1903 2879 109.938434
8997 20 10 0.250000 10000 3490 825 1903 2879 109.926349
8998 20 10 0.250000 10000 3491 825 1903 2879 109.914267
8999 20 10 0.250000 10000 3492 825 1903 2879 109.902187
9000 20 10 0.250000 10000 3492 825 1903 2880 109.890110
9001 20 10 0.250000 10000 3492 825 1903 2881 109.878035
9002 20 10 0.250000 10000 3493 825 1903 2881 109.865964
9003 20 10 0.250000 10000 3493 825 1904 2881 109.853894
9004 20 10 0.250000 10000 3494 825 1904 2881 109.841828
9005 20 10 0.250000 10000 3495 825 1904 2881 109.829764
9006 20 10 0.250000 10000 3496 825 1904 2881 109.817703
9007 20 10 0.250000 10000 3496 825 1904 2882 109.805644
9008 20 10 0.250000 10000 3497 825 1904 2882 109.793588
9009 20 10 0.250000 10000 3497 825 1905 2882 109.781535
9010 20 10 0.250000 10000 3498 825 1905 2882 109.769484
9011 20 10 0.250000 10000 3498 825 1906 2882 109.757436
9012 20 10 0.250000 10000 3499 825 1906 2882 109.745391
9013 20 10 0.250000 10000 3500 825 1906 2882 109.733348
9014 20 10 0.250000 10000 3500 825 1907 2882 109.721308
9015 20 10 0.250000 10000 3500 826 1907 2882 109.709270
9016 20 10 0.250000 10000 3501 826 1907 2882 109.697236
9017 20 10 0.250000 10000 3502 826 1907 2882 109.685203
9018 20 10 0.250000 10000 3503 826 1907 2882 109.673174
9019 20 10 0.250000 10000 3503 826 1908 2882 109.661147
9020 20 10 0.250000 10000 3503 826 1908 2883 109.649123
9021 20 10 0.250000 10000 3504 826 1908 2883 109.637101
9022 20 10 0.250000 10000 3505 826 1908 2883 109.625082
9023 20 10 0.250000 10000 3505 826 1908 2884 109.613066
9024 20 10 0.250000 10000 3505 826 1909 2884 109.601052
9025 20 10 0.250000 10000 3505 827 1909 2884 109.589041
9026 20 10 0.250000 10000 3505 827 1910 2884 109.577033
9027 20 10 0.250000 10000 3506 827 1910 2884 109.565027
9028 20 10 0.250000 10000 3507 827 1910 2884 109.553024
9029 20 10 0.250000 10000 3507 827 1911 2884 109.541023
9030 20 10 0.250000 10000 3508 827 1911 2884 109.529025
9031 20 10 0.250000 10000 3508 827 1911 2885 109.517030
9032 20 10 0.250000 10000 3508 827 1911 2886 109.505037
9033 20 10 0.250000 10000 3509 827 1911 2886 109.493047
9034 20 10 0.250000 10000 3509 828 1911 2886 109.481060
9035 20 10 0.250000 10000 3509 828 1911 2887 109.469075
9036 20 10 0.250000 10000 3510 828 1911 2887 109.457093
9037 20 10 0.250000 10000 3510 828 1912 2887 109.445113
9038 20 10 0.250000 10000 3510 828 1912 2888 109.433136
9039 20 10 0.250000 10000 3511 828 1912 2889 109.409190
9040 20 10 0.250000 10000 3511 828 1912 2890 109.397221
9041 20 10 0.250000 10000 3512 828 1912 2890 109.385255
9042 20 10 0.250000 10000 3513 828 1912 2890 109.373291
9043 20 10 0.250000 10000 3513 828 1912 2891 109.361330
9044 20 10 0.250000 10000 3513 828 1912 2892 109.349371
9045 20 10 0.250000 10000 3513 828 1912 2893 109.337415
9046 20 10 0.250000 10000 3513 829 1912 2893 109.325462
9047 20 10 0.250000 10000 3514 829 1912 2893 109.313511
9048 20 10 0.250000 10000 3514 829 1912 2894 109.301563
9049 20 10 0.250000 10000 3515 829 1912 2894 109.289617
9050 20 10 0.250000 10000 3515 829 1913 2894 109.277675
9051 20 10 0.250000 10000 3516 829 1913 2894 109.265734
9052 20 10 0.250000 10000 3516 829 1913 2895 109.253797
9053 20 10 0.250000 10000 3517 829 1913 2895 109.241861
9054 20 10 0.250000 10000 3517 829 1913 2896 109.229929
9055 20 10 0.250000 10000 3518 829 1913 2896 109.217999
9056 20 10 0.250000 10000 3519 829 1913 2897 109.194147
9057 20 10 0.250000 10000 3519 829 1914 2897 109.182225
9058 20 10 0.250000 10000 3519 829 1915 2897 109.170306
9059 20 10 0.250000 10000 3520 829 1915 2897 109.158389
9060 20 10 0.250000 10000 3521 829 1915 2897 109.146475
9061 20 10 0.250000 10000 3522 829 1915 2897 109.134563
9062 20 10 0.250000 10000 3522 829 1915 2898 109.122654
9063 20 10 0.250000 10000 3523 829 1915 2898 109.110747
9064 20 10 0.250000 10000 3524 829 1915 2898 109.098844
9065 20 10 0.250000 10000 3524 829 1916 2898 109.086942
9066 20 10 0.250000 10000 3524 829 1916 2899 109.075044
9067 20 10 0.250000 10000 3524 829 1916 2900 109.063148
9068 20 10 0.250000 10000 3525 829 1916 2900 109.051254
9069 20 10 0.250000 10000 3525 829 1917 2900 109.039363
9070 20 10 0.250000 10000 3526 829 1917 2900 109.027475
9071 20 10 0.250000 10000 3526 829 1917 2901 109.015589
9072 20 10 0.250000 10000 3527 829 1917 2901 109.003706
9073 20 10 0.250000 10000 3527 829 1918 2901 108.991826
9074 20 10 0.250000 10000 3528 829 1918 2901 108.979948
9075 20 10 0.250000 10000 3528 830 1918 2901 108.968072
9076 20 10 0.250000 10000 3529 830 1918 2901 108.956200
9077 20 10 0.250000 10000 3529 831 1918 2901 108.944329
9078 20 10 0.250000 10000 3530 831 1918 2901 108.932462
9079 20 10 0.250000 10000 3531 831 1918 2901 108.920597
9080 20 10 0.250000 10000 3531 831 1918 2902 108.908734
9081 20 10 0.250000 10000 3531 832 1918 2902 108.896875
9082 20 10 0.250000 10000 3531 832 1918 2903 108.885017
9083 20 10 0.250000 10000 3531 832 1919 2903 108.873163
9084 20 10 0.250000 10000 3531 832 1919 2904 108.861311
9085 20 10 0.250000 10000 3531 832 1919 2905 108.849461
9086 20 10 0.250000 10000 3532 832 1919 2905 108.837614
9087 20 10 0.250000 10000 3532 832 1919 2906 108.825770
9088 20 10 0.250000 10000 3532 832 1920 2906 108.813928
9089 20 10 0.250000 10000 3532 833 1920 2906 108.802089
9090 20 10 0.250000 10000 3532 833 1920 2907 108.790252
9091 20 10 0.250000 10000 3533 833 1920 2907 108.778418
9092 20 10 0.250000 10000 3533 833 1921 2907 108.766587
9093 20 10 0.250000 10000 3533 833 1921 2908 108.754758
9094 20 10 0.250000 10000 3533 833 1921 2909 108.742932
9095 20 10 0.250000 10000 3533 834 1921 2909 108.731108
9096 20 10 0.250000 10000 3533 834 1921 2910 108.719287
9097 20 10 0.250000 10000 3533 835 1921 2910 108.707468
9098 20 10 0.250000 10000 3533 835 1921 2911 108.695652
9099 20 10 0.250000 10000 3534 835 1921 2911 108.683839
9100 20 10 0.250000 10000 3535 835 1921 2911 108.672028
9101 20 10 0.250000 10000 3536 835 1921 2911 108.660219
9102 20 10 0.250000 10000 3536 835 1921 2912 108.648414
9103 20 10 0.250000 10000 3537 835 1921 2912 108.636611
9104 20 10 0.250000 10000 3538 835 1921 2912 108.624810
9105 20 10 0.250000 10000 3538 835 1922 2912 108.613012
9106 20 10 0.250000 10000 3538 835 1923 2912 108.601216
9107 20 10 0.250000 10000 3539 835 1923 2912 108.589423
9108 20 10 0.250000 10000 3539 835 1923 2913 108.577633
9109 20 10 0.250000 10000 3539 835 1923 2914 108.565845
9110 20 10 0.250000 10000 3540 835 1923 2914 108.554060
9111 20 10 0.250000 10000 3541 835 1923 2914 108.542277
9112 20 10 0.250000 10000 3541 835 1924 2914 108.530497
9113 20 10 0.250000 10000 3541 836 1924 2914 108.518719
9114 20 10 0.250000 10000 3541 836 1924 2915 108.506944
9115 20 10 0.250000 10000 3542 836 1924 2915 108.495172
9116 20 10 0.250000 10000 3542 836 1925 2915 108.483402
9117 20 10 0.250000 10000 3543 836 1925 2915 108.471635
9118 20 10 0.250000 10000 3543 836 1925 2916 108.459870
9119 20 10 0.250000 10000 3543 836 1926 2916 108.448108
9120 20 10 0.250000 10000 3543 836 1926 2917 108.436348
9121 20 10 0.250000 10000 3544 836 1926 2917 108.424591
9122 20 10 0.250000 10000 3544 836 1926 2918 108.412836
9123 20 10 0.250000 10000 3544 836 1926 2919 108.401084
